X,dl_brate,usage_bbu,rf,lp,hp,lm,hm,lr,hr,pdc,rc
3.9123008,143.1902,3.1086628,2.3314972,1.4921582,0.52847266,0.2176064,0.2176064,0.015543314,0.015543314,0.3108663,0.3108663
3.921052,143.5105,3.1096964,2.3322723,1.4926542,0.5286484,0.21767876,0.21767876,0.015548482,0.015548482,0.31096965,0.31096965
4.0369315,147.7517,3.1248002,2.3436003,1.499904,0.531216,0.21873602,0.21873602,0.015624001,0.015624001,0.31248003,0.31248003
3.748992,137.2131,3.0893817,2.3170362,1.4829031,0.5251949,0.21625672,0.21625672,0.015446908,0.015446908,0.30893818,0.30893818
3.3714564,123.3953,3.0454307,2.2840729,1.4618067,0.5177232,0.21318015,0.21318015,0.015227153,0.015227153,0.30454308,0.30454308
4.177312,152.8896,3.1420257,2.3565192,1.5081723,0.5341444,0.2199418,0.2199418,0.015710128,0.015710128,0.31420258,0.31420258
3.525563,129.0356,3.063184,2.297388,1.4703283,0.5207413,0.21442288,0.21442288,0.01531592,0.01531592,0.3063184,0.3063184
3.4753144,127.1965,3.0573955,2.2930465,1.4675498,0.5197572,0.21401769,0.21401769,0.015286977,0.015286977,0.30573955,0.30573955
4.053014,148.3403,3.1267726,2.3450794,1.5008508,0.53155136,0.21887408,0.21887408,0.015633862,0.015633862,0.31267726,0.31267726
3.4201615,125.1779,3.0510414,2.288281,1.4644998,0.51867706,0.21357289,0.21357289,0.015255206,0.015255206,0.30510414,0.30510414
3.5680494,130.5906,3.068078,2.3010585,1.4726775,0.52157325,0.21476546,0.21476546,0.01534039,0.01534039,0.30680782,0.30680782
3.564839,130.4731,3.0677087,2.3007815,1.4725002,0.5215105,0.2147396,0.2147396,0.015338543,0.015338543,0.3067709,0.3067709
3.6099236,132.1232,3.072962,2.3047216,1.4750217,0.52240354,0.21510735,0.21510735,0.01536481,0.01536481,0.30729622,0.30729622
3.1732023,116.1392,3.0225916,2.2669437,1.4508439,0.51384056,0.21158141,0.21158141,0.015112958,0.015112958,0.30225918,0.30225918
3.413025,124.9167,3.0502193,2.2876644,1.4641052,0.5185373,0.21351536,0.21351536,0.015251096,0.015251096,0.30502194,0.30502194
3.5075083,128.3748,3.0611038,2.2958279,1.4693298,0.52038765,0.21427727,0.21427727,0.015305519,0.015305519,0.30611038,0.30611038
2.9635794,108.467,2.998443,2.2488322,1.4392525,0.5097353,0.209891,0.209891,0.014992214,0.014992214,0.2998443,0.2998443
3.4781585,127.3006,3.0577228,2.293292,1.4677069,0.5198129,0.21404059,0.21404059,0.015288614,0.015288614,0.30577227,0.30577227
3.391178,124.1171,3.047703,2.2857773,1.4628974,0.5181095,0.21333921,0.21333921,0.015238515,0.015238515,0.30477032,0.30477032
3.0350711,111.0836,3.0066783,2.2550087,1.4432056,0.51113534,0.21046749,0.21046749,0.015033391,0.015033391,0.30066785,0.30066785
3.522186,128.912,3.0627947,2.297096,1.4701414,0.5206751,0.21439563,0.21439563,0.015313973,0.015313973,0.30627948,0.30627948
3.4345548,125.7047,3.0526996,2.2895246,1.4652958,0.5189589,0.21368897,0.21368897,0.015263498,0.015263498,0.30526996,0.30526996
3.097377,113.364,3.0138562,2.2603922,1.446651,0.51235557,0.21096994,0.21096994,0.015069281,0.015069281,0.3013856,0.3013856
3.572413,130.7503,3.0685809,2.3014357,1.4729187,0.5216588,0.21480066,0.21480066,0.015342904,0.015342904,0.3068581,0.3068581
3.3196695,121.4999,3.0394647,2.2795985,1.458943,0.516709,0.21276253,0.21276253,0.015197324,0.015197324,0.30394647,0.30394647
3.4342406,125.6932,3.0526638,2.2894979,1.4652786,0.51895285,0.21368647,0.21368647,0.015263319,0.015263319,0.30526638,0.30526638
3.859921,141.2731,3.1024783,2.3268588,1.4891895,0.5274213,0.21717349,0.21717349,0.015512391,0.015512391,0.31024784,0.31024784
3.6623087,134.0405,3.0791469,2.30936,1.4779905,0.52345496,0.21554027,0.21554027,0.0153957335,0.0153957335,0.3079147,0.3079147
3.4432623,126.0234,3.0537028,2.290277,1.4657773,0.5191295,0.2137592,0.2137592,0.015268514,0.015268514,0.3053703,0.3053703
3.7340248,136.6653,3.0876145,2.315711,1.482055,0.5248945,0.21613301,0.21613301,0.015438072,0.015438072,0.30876145,0.30876145
3.6840029,134.8345,3.0817087,2.3112814,1.4792202,0.5238905,0.21571961,0.21571961,0.015408543,0.015408543,0.30817088,0.30817088
3.373227,123.4601,3.0456343,2.2842257,1.4619044,0.51775783,0.2131944,0.2131944,0.015228171,0.015228171,0.30456343,0.30456343
3.6712868,134.3691,3.0802069,2.3101552,1.4784993,0.52363515,0.21561448,0.21561448,0.015401034,0.015401034,0.30802068,0.30802068
3.5466998,129.8092,3.0656195,2.2992146,1.4714973,0.5211553,0.21459337,0.21459337,0.015328097,0.015328097,0.30656195,0.30656195
3.1139264,113.9697,3.0157633,2.2618225,1.4475664,0.51267976,0.21110342,0.21110342,0.015078816,0.015078816,0.30157635,0.30157635
3.7640767,137.7652,3.0911622,2.3183718,1.4837579,0.52549756,0.21638136,0.21638136,0.01545581,0.01545581,0.3091162,0.3091162
3.5111997,128.5099,3.0615294,2.296147,1.469534,0.52046,0.21430705,0.21430705,0.015307646,0.015307646,0.30615294,0.30615294
3.05941,111.9744,3.0094826,2.257112,1.4445516,0.51161206,0.21066378,0.21066378,0.015047412,0.015047412,0.30094826,0.30094826
3.7919264,138.7845,3.0944505,2.320838,1.4853362,0.5260566,0.21661153,0.21661153,0.015472252,0.015472252,0.30944505,0.30944505
3.825508,140.0136,3.0984154,2.3238115,1.4872394,0.5267306,0.21688908,0.21688908,0.015492077,0.015492077,0.30984154,0.30984154
3.420757,125.1997,3.0511103,2.2883327,1.4645329,0.51868874,0.21357772,0.21357772,0.015255551,0.015255551,0.30511102,0.30511102
5.2687707,192.837,3.3340762,2.5005572,1.6003566,0.56679296,0.23338534,0.23338534,0.01667038,0.01667038,0.3334076,0.3334076
5.3244753,194.8758,3.3444345,2.5083258,1.6053286,0.56855386,0.23411041,0.23411041,0.016722172,0.016722172,0.33444345,0.33444345
5.1712766,189.2687,3.3159478,2.486961,1.5916549,0.5637111,0.23211634,0.23211634,0.016579738,0.016579738,0.3315948,0.3315948
5.5236616,202.166,3.3810408,2.5357807,1.6228995,0.57477695,0.23667286,0.23667286,0.016905203,0.016905203,0.3381041,0.3381041
6.70053,245.2394,3.6047354,2.7035515,1.7302729,0.612805,0.25233147,0.25233147,0.018023677,0.018023677,0.36047354,0.36047354
6.5338717,239.1397,3.5734003,2.6800501,1.7152321,0.607478,0.250138,0.250138,0.017867,0.017867,0.35734004,0.35734004
8.03544,294.0971,3.8416219,2.8812165,1.8439784,0.65307575,0.26891354,0.26891354,0.019208109,0.019208109,0.3841622,0.3841622
9.286697,339.8931,4.0553427,3.041507,1.9465644,0.68940824,0.28387398,0.28387398,0.020276712,0.020276712,0.40553427,0.40553427
10.138632,371.0739,4.2054305,3.1540728,2.0186067,0.7149232,0.29438013,0.29438013,0.021027151,0.021027151,0.42054304,0.42054304
11.124443,407.1546,4.3842874,3.2882156,2.1044579,0.74532884,0.3069001,0.3069001,0.021921435,0.021921435,0.43842873,0.43842873
12.368555,452.6891,4.6069975,3.455248,2.2113588,0.7831896,0.32248983,0.32248983,0.023034986,0.023034986,0.46069977,0.46069977
11.190511,409.5727,4.396275,3.2972064,2.110212,0.7473668,0.30773926,0.30773926,0.021981375,0.021981375,0.4396275,0.4396275
14.601673,534.4212,5.0115576,3.7586682,2.4055476,0.8519648,0.35080904,0.35080904,0.025057787,0.025057787,0.5011558,0.5011558
14.714036,538.5337,5.033842,3.7753816,2.416244,0.8557532,0.35236895,0.35236895,0.02516921,0.02516921,0.50338423,0.50338423
14.187398,519.2587,4.932904,3.699678,2.3677938,0.83859366,0.34530327,0.34530327,0.024664517,0.024664517,0.4932904,0.4932904
14.466594,529.4773,4.984913,3.7386847,2.3927581,0.8474352,0.3489439,0.3489439,0.024924563,0.024924563,0.4984913,0.4984913
22.63064,828.2814,6.7165313,5.0373983,3.223935,1.1418103,0.4701572,0.4701572,0.033582654,0.033582654,0.67165315,0.67165315
16.246748,594.6309,5.3567786,4.017584,2.5712538,0.9106524,0.37497452,0.37497452,0.026783893,0.026783893,0.53567785,0.53567785
17.848396,653.2513,5.697281,4.2729607,2.7346947,0.96853775,0.39880967,0.39880967,0.028486405,0.028486405,0.5697281,0.5697281
17.929266,656.2111,5.714473,4.2858543,2.7429469,0.9714604,0.4000131,0.4000131,0.028572364,0.028572364,0.5714473,0.5714473
17.699331,647.7955,5.6655903,4.2491927,2.7194834,0.9631504,0.39659134,0.39659134,0.028327951,0.028327951,0.566559,0.566559
20.87041,763.857,6.3472595,4.7604446,3.0466845,1.0790341,0.44430816,0.44430816,0.031736296,0.031736296,0.634726,0.634726
20.894747,764.7477,6.352361,4.764271,3.0491333,1.0799015,0.44466528,0.44466528,0.031761806,0.031761806,0.63523614,0.63523614
19.773832,723.7222,6.109791,4.582343,2.9326994,1.0386645,0.42768535,0.42768535,0.030548953,0.030548953,0.6109791,0.6109791
20.142918,737.2308,6.19027,4.6427026,2.9713295,1.0523459,0.4333189,0.4333189,0.030951349,0.030951349,0.619027,0.619027
23.543123,861.6783,6.9088397,5.1816297,3.316243,1.1745027,0.4836188,0.4836188,0.034544196,0.034544196,0.690884,0.690884
22.650913,829.0234,6.7208014,5.040601,3.2259846,1.1425363,0.4704561,0.4704561,0.033604007,0.033604007,0.67208016,0.67208016
24.56303,899.0069,7.1238937,5.3429203,3.4194689,1.211062,0.49867257,0.49867257,0.035619467,0.035619467,0.7123894,0.7123894
21.63136,791.7077,6.506754,4.8800654,3.123242,1.1061481,0.45547277,0.45547277,0.03253377,0.03253377,0.6506754,0.6506754
22.004898,805.3792,6.5850477,4.9387856,3.1608229,1.1194581,0.46095335,0.46095335,0.032925237,0.032925237,0.6585048,0.6585048
24.097792,881.9791,7.025796,5.269347,3.372382,1.1943853,0.49180573,0.49180573,0.035128977,0.035128977,0.7025796,0.7025796
