X,dl_brate,usage_bbu,rf,lp,hp,lm,hm,lr,hr,pdc,rc
9.46935,346.5782,4.086225,3.0646687,1.961388,0.6946583,0.28603575,0.28603575,0.020431126,0.020431126,0.4086225,0.4086225
10.1217785,370.4571,4.2023726,3.1517794,2.0171387,0.71440333,0.2941661,0.2941661,0.021011863,0.021011863,0.42023727,0.42023727
7.6036615,278.294,3.7686412,2.8264809,1.8089478,0.640669,0.26380488,0.26380488,0.018843206,0.018843206,0.37686414,0.37686414
7.020806,256.9615,3.6647673,2.7485754,1.7590883,0.62301046,0.2565337,0.2565337,0.018323837,0.018323837,0.36647674,0.36647674
6.907301,252.8072,3.643457,2.7325926,1.7488593,0.6193877,0.255042,0.255042,0.018217284,0.018217284,0.3643457,0.3643457
7.379798,270.1006,3.7308035,2.7981026,1.7907857,0.6342366,0.26115623,0.26115623,0.018654017,0.018654017,0.37308034,0.37308034
7.534061,275.7466,3.7568777,2.8176582,1.8033012,0.6386692,0.26298144,0.26298144,0.018784387,0.018784387,0.37568778,0.37568778
8.46488,309.8146,3.9142501,2.9356875,1.87884,0.66542256,0.27399752,0.27399752,0.01957125,0.01957125,0.391425,0.391425
6.887347,252.0769,3.6397126,2.7297845,1.747062,0.61875117,0.25477988,0.25477988,0.018198563,0.018198563,0.36397126,0.36397126
7.0105166,256.5849,3.662836,2.747127,1.7581613,0.62268215,0.25639853,0.25639853,0.01831418,0.01831418,0.36628363,0.36628363
6.8297734,249.9697,3.6289327,2.7216995,1.7418877,0.61691856,0.25402528,0.25402528,0.018144663,0.018144663,0.36289328,0.36289328
6.962052,254.8111,3.6537366,2.7403026,1.7537935,0.62113523,0.25576156,0.25576156,0.018268682,0.018268682,0.36537367,0.36537367
6.9491587,254.3392,3.6513155,2.7384865,1.7526314,0.6207236,0.25559208,0.25559208,0.018256577,0.018256577,0.36513156,0.36513156
6.2592325,229.0879,3.5208848,2.6406636,1.6900246,0.59855044,0.24646193,0.24646193,0.017604424,0.017604424,0.35208848,0.35208848
6.02859,220.6464,3.4785614,2.608921,1.6697094,0.59135544,0.2434993,0.2434993,0.017392807,0.017392807,0.34785613,0.34785613
6.541894,239.4333,3.5749702,2.6812277,1.7159857,0.60774493,0.25024793,0.25024793,0.01787485,0.01787485,0.35749704,0.35749704
6.351954,232.4815,3.5378995,2.6534247,1.6981918,0.60144293,0.24765296,0.24765296,0.017689496,0.017689496,0.35378996,0.35378996
6.194779,226.7289,3.5090573,2.631793,1.6843475,0.59653974,0.245634,0.245634,0.017545287,0.017545287,0.35090575,0.35090575
6.507667,238.1806,3.5682707,2.676203,1.7127699,0.606606,0.24977896,0.24977896,0.017841352,0.017841352,0.35682708,0.35682708
6.094656,223.0644,3.4906845,2.6180134,1.6755285,0.5934164,0.24434792,0.24434792,0.017453423,0.017453423,0.34906846,0.34906846
5.961705,218.1984,3.4662879,2.599716,1.6638181,0.5892689,0.24264015,0.24264015,0.017331438,0.017331438,0.3466288,0.3466288
6.0553007,221.624,3.483463,2.6125972,1.6720623,0.5921887,0.24384241,0.24384241,0.017417315,0.017417315,0.34834632,0.34834632
5.7211313,209.3934,3.4177308,2.5632982,1.6405108,0.5810142,0.23924115,0.23924115,0.017088654,0.017088654,0.3417731,0.3417731
5.397623,197.553,3.3580368,2.5185275,1.6118577,0.5708662,0.23506257,0.23506257,0.016790183,0.016790183,0.3358037,0.3358037
6.4172025,234.8696,3.5505621,2.6629217,1.7042698,0.60359555,0.24853936,0.24853936,0.01775281,0.01775281,0.35505623,0.35505623
5.356664,196.0539,3.3504205,2.5128155,1.6082017,0.5695715,0.23452944,0.23452944,0.016752101,0.016752101,0.33504206,0.33504206
5.428604,198.6869,3.363797,2.5228477,1.6146225,0.5718455,0.2354658,0.2354658,0.016818983,0.016818983,0.3363797,0.3363797
5.761566,210.8733,3.4256704,2.5692527,1.6443218,0.58236396,0.23979692,0.23979692,0.017128352,0.017128352,0.34256706,0.34256706
5.2675767,192.7933,3.3338544,2.5003908,1.6002501,0.56675524,0.23336981,0.23336981,0.016669272,0.016669272,0.33338544,0.33338544
5.7653446,211.0116,3.4264266,2.56982,1.6446848,0.58249253,0.23984987,0.23984987,0.017132133,0.017132133,0.34264266,0.34264266
6.0862327,222.7561,3.4891388,2.6168542,1.6747866,0.5931536,0.24423972,0.24423972,0.017445695,0.017445695,0.34891388,0.34891388
5.5896125,204.5798,3.3931525,2.5448644,1.6287131,0.57683593,0.23752068,0.23752068,0.016965762,0.016965762,0.33931527,0.33931527
5.8807216,215.2344,3.4499223,2.5874417,1.6559627,0.5864868,0.24149457,0.24149457,0.017249612,0.017249612,0.34499225,0.34499225
6.1080356,223.5541,3.4931397,2.619855,1.676707,0.59383374,0.24451979,0.24451979,0.017465698,0.017465698,0.34931397,0.34931397
5.773727,211.3184,3.428105,2.5710788,1.6454904,0.58277786,0.23996736,0.23996736,0.017140524,0.017140524,0.3428105,0.3428105
5.700615,208.6425,3.413877,2.5604076,1.6386609,0.5803591,0.2389714,0.2389714,0.017069384,0.017069384,0.34138772,0.34138772
6.206828,227.1699,3.5112684,2.6334512,1.6854088,0.5969156,0.24578878,0.24578878,0.017556341,0.017556341,0.35112685,0.35112685
6.564514,240.2612,3.5792696,2.6844523,1.7180494,0.60847586,0.25054887,0.25054887,0.017896349,0.017896349,0.35792696,0.35792696
6.599402,241.5381,3.5858016,2.689351,1.7211847,0.6095863,0.25100613,0.25100613,0.017929008,0.017929008,0.35858017,0.35858017
6.825044,249.7966,3.6280475,2.7210355,1.7414627,0.61676806,0.25396332,0.25396332,0.018140238,0.018140238,0.36280474,0.36280474
7.6001205,278.1644,3.7680428,2.8260322,1.8086605,0.6405673,0.263763,0.263763,0.018840214,0.018840214,0.3768043,0.3768043
7.10641,260.0946,3.6808393,2.7606294,1.7668028,0.6257427,0.25765875,0.25765875,0.018404197,0.018404197,0.36808392,0.36808392
8.015214,293.3568,3.8382025,2.8786519,1.8423371,0.65249443,0.26867417,0.26867417,0.019191012,0.019191012,0.38382027,0.38382027
8.922978,326.581,3.9938903,2.9954176,1.9170673,0.67896134,0.2795723,0.2795723,0.01996945,0.01996945,0.39938903,0.39938903
10.108738,369.9798,4.200007,3.1500053,2.0160034,0.7140012,0.29400048,0.29400048,0.021000035,0.021000035,0.4200007,0.4200007
14.151582,517.9479,4.926277,3.6947079,2.364613,0.83746713,0.3448394,0.3448394,0.024631385,0.024631385,0.4926277,0.4926277
