X,dl_brate,usage_bbu,rf,lp,hp,lm,hm,lr,hr,pdc,rc
5.870506,214.8605,3.4478223,2.5858667,1.6549547,0.5861298,0.24134757,0.24134757,0.01723911,0.01723911,0.34478223,0.34478223
5.3430247,195.5547,3.3478842,2.5109131,1.6069844,0.5691403,0.23435189,0.23435189,0.01673942,0.01673942,0.3347884,0.3347884
4.6715164,170.9775,3.2232695,2.417452,1.5471693,0.5479558,0.22562887,0.22562887,0.016116347,0.016116347,0.32232696,0.32232696
4.6480384,170.1182,3.219074,2.4143054,1.5451555,0.5472426,0.22533518,0.22533518,0.01609537,0.01609537,0.3219074,0.3219074
4.289271,156.9873,3.157143,2.3678575,1.5154287,0.5367143,0.22100002,0.22100002,0.015785715,0.015785715,0.31571433,0.31571433
4.480342,163.9805,3.189498,2.3921235,1.530959,0.54221463,0.22326486,0.22326486,0.015947489,0.015947489,0.3189498,0.3189498
4.8368554,177.0289,3.2537613,2.440321,1.5618054,0.55313945,0.2277633,0.2277633,0.016268807,0.016268807,0.32537612,0.32537612
4.1799426,152.9859,3.1423523,2.3567643,1.508329,0.5341999,0.21996467,0.21996467,0.015711762,0.015711762,0.31423524,0.31423524
5.6310167,206.0952,3.4008045,2.5506034,1.6323861,0.5781368,0.23805632,0.23805632,0.017004022,0.017004022,0.34008047,0.34008047
6.176279,226.0518,3.5056624,2.6292467,1.6827179,0.59596264,0.24539638,0.24539638,0.017528312,0.017528312,0.35056624,0.35056624
4.1576176,152.1688,3.1395984,2.3546987,1.5070072,0.5337317,0.21977189,0.21977189,0.015697991,0.015697991,0.31395984,0.31395984
4.185492,153.189,3.1430407,2.3572805,1.5086595,0.5343169,0.22001284,0.22001284,0.015715202,0.015715202,0.31430408,0.31430408
4.564317,167.054,3.2044158,2.4033117,1.5381196,0.5447507,0.2243091,0.2243091,0.016022079,0.016022079,0.32044157,0.32044157
4.315959,157.9641,3.161197,2.3708978,1.5173745,0.53740346,0.2212838,0.2212838,0.015805984,0.015805984,0.3161197,0.3161197
3.8447323,140.7172,3.1006854,2.325514,1.4883289,0.52711654,0.21704797,0.21704797,0.015503426,0.015503426,0.31006855,0.31006855
4.449347,162.8461,3.1839209,2.3879406,1.5282819,0.54126656,0.22287446,0.22287446,0.015919603,0.015919603,0.3183921,0.3183921
4.00991,146.7627,3.121205,2.3409038,1.4981784,0.5306049,0.21848436,0.21848436,0.015606025,0.015606025,0.31212053,0.31212053
4.0628448,148.7001,3.1279776,2.3459833,1.5014292,0.5317562,0.21895844,0.21895844,0.015639888,0.015639888,0.31279776,0.31279776
4.203369,153.8433,3.1452572,2.358943,1.5097234,0.5346937,0.22016801,0.22016801,0.015726285,0.015726285,0.31452572,0.31452572
4.000489,146.4179,3.1198711,2.3399034,1.4975381,0.5303781,0.21839099,0.21839099,0.015599355,0.015599355,0.31198713,0.31198713
4.0549893,148.4126,3.1270146,2.345261,1.500967,0.5315925,0.21889102,0.21889102,0.015635073,0.015635073,0.31270146,0.31270146
4.171541,152.6784,3.1413107,2.355983,1.5078291,0.5340228,0.21989176,0.21989176,0.015706552,0.015706552,0.31413108,0.31413108
3.824134,139.9633,3.0982535,2.3236902,1.4871616,0.5267031,0.21687774,0.21687774,0.015491267,0.015491267,0.30982536,0.30982536
3.9643283,145.0944,3.114845,2.3361337,1.4951255,0.5295237,0.21803916,0.21803916,0.015574225,0.015574225,0.31148452,0.31148452
4.3645906,159.744,3.1689065,2.37668,1.521075,0.5387141,0.22182345,0.22182345,0.015844531,0.015844531,0.31689066,0.31689066
4.106224,150.2878,3.1332967,2.3499725,1.5039824,0.5326604,0.21933077,0.21933077,0.015666483,0.015666483,0.31332967,0.31332967
3.9814265,145.7202,3.1171725,2.3378794,1.4962428,0.5299193,0.21820207,0.21820207,0.015585862,0.015585862,0.31171724,0.31171724
4.180968,153.0234,3.1424792,2.3568594,1.50839,0.5342215,0.21997355,0.21997355,0.015712395,0.015712395,0.31424794,0.31424794
4.3755083,160.1436,3.1707056,2.378029,1.5219387,0.53901994,0.22194938,0.22194938,0.015853528,0.015853528,0.31707057,0.31707057
4.091115,149.7348,3.1314445,2.3485832,1.5030934,0.53234553,0.21920112,0.21920112,0.015657222,0.015657222,0.31314445,0.31314445
4.290148,157.0194,3.1572762,2.367957,1.5154926,0.53673697,0.22100933,0.22100933,0.01578638,0.01578638,0.31572762,0.31572762
4.416421,161.641,3.1779962,2.3834972,1.5254381,0.54025936,0.22245973,0.22245973,0.01588998,0.01588998,0.31779963,0.31779963
3.9330823,143.9508,3.111122,2.3333414,1.4933385,0.5288907,0.21777853,0.21777853,0.015555609,0.015555609,0.3111122,0.3111122
4.057328,148.4982,3.1273012,2.345476,1.5011046,0.5316412,0.21891108,0.21891108,0.015636506,0.015636506,0.31273013,0.31273013
4.340563,158.8646,3.1649468,2.3737102,1.5191745,0.53804094,0.22154628,0.22154628,0.015824733,0.015824733,0.31649467,0.31649467
3.770525,138.0012,3.0919242,2.318943,1.4841236,0.52562714,0.21643469,0.21643469,0.01545962,0.01545962,0.30919242,0.30919242
4.3130383,157.8572,3.1607535,2.3705652,1.5171616,0.5373281,0.22125274,0.22125274,0.015803767,0.015803767,0.31607535,0.31607535
4.303249,157.4989,3.1592662,2.3694496,1.5164478,0.5370753,0.22114864,0.22114864,0.015796332,0.015796332,0.31592664,0.31592664
4.7132273,172.5041,3.2308009,2.4231007,1.5507843,0.5492362,0.22615606,0.22615606,0.016154004,0.016154004,0.3230801,0.3230801
4.7166147,172.6281,3.2314126,2.4235594,1.5510781,0.5493401,0.22619888,0.22619888,0.016157063,0.016157063,0.32314128,0.32314128
4.45094,162.9044,3.1842072,2.3881555,1.5284194,0.54131526,0.2228945,0.2228945,0.015921036,0.015921036,0.31842074,0.31842074
4.799268,175.6532,3.2467723,2.435079,1.5584507,0.5519513,0.22727406,0.22727406,0.016233861,0.016233861,0.32467723,0.32467723
9.27599,339.5012,4.0535336,3.0401502,1.9456961,0.6891007,0.28374735,0.28374735,0.020267667,0.020267667,0.40535337,0.40535337
6.066265,222.0253,3.4854746,2.614106,1.6730278,0.59253067,0.24398322,0.24398322,0.017427372,0.017427372,0.34854746,0.34854746
5.8811755,215.251,3.4500158,2.5875118,1.6560075,0.5865027,0.24150111,0.24150111,0.017250078,0.017250078,0.34500158,0.34500158
7.9458747,290.819,3.826483,2.8698623,1.8367118,0.65050215,0.26785383,0.26785383,0.019132415,0.019132415,0.38264832,0.38264832
